date,daily_electricity
2017-12-08,1716064.0
2017-12-09,1649639.0
2017-12-10,1639849.0
2017-12-11,1714334.0
2017-12-12,1732259.0
2017-12-13,1824237.0
2017-12-14,1752029.0
2017-12-15,1728386.0
2017-12-16,1675427.0
2017-12-17,1668597.0
2017-12-18,1793546.0
2017-12-19,1764206.0
2017-12-20,1768114.0
2017-12-21,1731010.0
2017-12-22,1703524.0
2017-12-23,1605013.0
2017-12-24,1513719.0
2017-12-25,1509001.0
2017-12-26,1583756.0
2017-12-27,1668373.0
2017-12-28,1663996.0
2017-12-29,1708595.0
2017-12-30,1614482.0
2017-12-31,1487864.0
2018-01-01,1407868.0
2018-01-02,1704126.0
2018-01-03,1757881.0
2018-01-04,1765284.0
2018-01-05,1718179.0
2018-01-06,1661320.0
2018-01-07,1686828.0
2018-01-08,1793198.0
2018-01-09,1827539.0
2018-01-10,1851046.0
2018-01-11,1865441.0
2018-01-12,1851275.0
2018-01-13,1705925.0
2018-01-14,1667121.0
2018-01-15,1877814.0
2018-01-16,1857346.0
2018-01-17,1924229.0
2018-01-18,1902841.0
2018-01-19,1859176.0
2018-01-20,1797822.0
2018-01-21,1746478.0
2018-01-22,1869496.0
2018-01-23,1839616.0
2018-01-24,1814753.0
2018-01-25,1810727.0
2018-01-26,1913191.0
2018-01-27,1796969.0
2018-01-28,1688472.0
2018-01-29,1791518.0
2018-01-30,1802306.0
2018-01-31,1842273.0
2018-02-01,1896891.0
2018-02-02,1913278.0
2018-02-03,1779838.0
2018-02-04,1744067.0
2018-02-05,1950552.0
2018-02-06,1976511.0
2018-02-07,1982995.0
2018-02-08,1936468.0
2018-02-09,2007301.0
2018-02-10,1858155.0
2018-02-11,1795501.0
2018-02-12,1927660.0
2018-02-13,1994487.0
2018-02-14,1975165.0
2018-02-15,1893414.0
2018-02-16,1833831.0
2018-02-17,1712607.0
2018-02-18,1663605.0
2018-02-19,1791665.0
2018-02-20,1807664.0
2018-02-21,1860134.0
2018-02-22,1929454.0
2018-02-23,1921148.0
2018-02-24,1836180.0
2018-02-25,1783507.0
2018-02-26,1939909.0
2018-02-27,1957034.0
2018-02-28,1998928.0
2018-03-01,1999727.0
2018-03-02,1841910.0
2018-03-03,1685984.0
2018-03-04,1614327.0
2018-03-05,1691869.0
2018-03-06,1727096.0
2018-03-07,1806636.0
2018-03-08,1768469.0
2018-03-09,1739648.0
2018-03-10,1557415.0
2018-03-11,1436819.0
2018-03-12,1689930.0
2018-03-13,1656266.0
2018-03-14,1700596.0
2018-03-15,1633403.0
2018-03-16,1574232.0
2018-03-17,1550878.0
2018-03-18,1556724.0
2018-03-19,1717768.0
2018-03-20,1806662.0
2018-03-21,1753139.0
2018-03-22,1716325.0
2018-03-23,1707599.0
2018-03-24,1503183.0
2018-03-25,1340583.0
2018-03-26,1523327.0
2018-03-27,1660772.0
2018-03-28,1653749.0
2018-03-29,1582087.0
2018-03-30,1534224.0
2018-03-31,1446994.0
2018-04-01,1366155.0
2018-04-02,1372335.0
2018-04-03,1509063.0
2018-04-04,1541406.0
2018-04-05,1534025.0
2018-04-06,1499006.0
2018-04-07,1332217.0
2018-04-08,1253420.0
2018-04-09,1405454.0
2018-04-10,1454768.0
2018-04-11,1425753.0
2018-04-12,1434338.0
2018-04-13,1458122.0
2018-04-14,1349033.0
2018-04-15,1327124.0
2018-04-16,1429486.0
2018-04-17,1431688.0
2018-04-18,1407076.0
2018-04-19,1385837.0
2018-04-20,1363699.0
2018-04-21,1294364.0
2018-04-22,1238799.0
2018-04-23,1370523.0
2018-04-24,1387291.0
2018-04-25,1422348.0
2018-04-26,1437374.0
2018-04-27,1475389.0
2018-04-28,1323319.0
2018-04-29,1251714.0
2018-04-30,1394746.0
2018-05-01,1198616.0
2018-05-02,1453182.0
2018-05-03,1455248.0
2018-05-04,1496622.0
2018-05-05,1288706.0
2018-05-06,1162621.0
2018-05-07,1289052.0
2018-05-08,1268530.0
2018-05-09,1315470.0
2018-05-10,1295573.0
2018-05-11,1341408.0
2018-05-12,1297688.0
2018-05-13,1241876.0
2018-05-14,1474194.0
2018-05-15,1510886.0
2018-05-16,1503055.0
2018-05-17,1488686.0
2018-05-18,1477751.0
2018-05-19,1340964.0
2018-05-20,1199918.0
2018-05-21,1193294.0
2018-05-22,1352623.0
2018-05-23,1404785.0
2018-05-24,1402477.0
2018-05-25,1399827.0
2018-05-26,1256291.0
2018-05-27,1176676.0
2018-05-28,1355169.0
2018-05-29,1381953.0
2018-05-30,1404690.0
2018-05-31,1393506.0
2018-06-01,1388827.0
2018-06-02,1262932.0
2018-06-03,1217393.0
2018-06-04,1346582.0
2018-06-05,1392718.0
2018-06-06,1388460.0
2018-06-07,1389430.0
2018-06-08,1404492.0
2018-06-09,1289465.0
2018-06-10,1227488.0
2018-06-11,1362981.0
2018-06-12,1394245.0
2018-06-13,1372322.0
2018-06-14,1338551.0
2018-06-15,1341363.0
2018-06-16,1258903.0
2018-06-17,1188858.0
2018-06-18,1366557.0
2018-06-19,1378402.0
2018-06-20,1365095.0
2018-06-21,1364118.0
2018-06-22,1374994.0
2018-06-23,1196480.0
2018-06-24,1194908.0
2018-06-25,1365186.0
2018-06-26,1363188.0
2018-06-27,1360984.0
2018-06-28,1359854.0
2018-06-29,1359711.0
2018-06-30,1203796.0
2018-07-01,1131335.0
2018-07-02,1292632.0
2018-07-03,1331741.0
2018-07-04,1358478.0
2018-07-05,1377762.0
2018-07-06,1373585.0
2018-07-07,1184651.0
2018-07-08,1146449.0
2018-07-09,1329125.0
2018-07-10,1375174.0
2018-07-11,1356552.0
2018-07-12,1343242.0
2018-07-13,1324461.0
2018-07-14,1173927.0
2018-07-15,1145971.0
2018-07-16,1358578.0
2018-07-17,1408371.0
2018-07-18,1376070.0
2018-07-19,1412975.0
2018-07-20,1391111.0
2018-07-21,1216018.0
2018-07-22,1225471.0
2018-07-23,1353414.0
2018-07-24,1359326.0
2018-07-25,1411124.0
2018-07-26,1404155.0
2018-07-27,1371582.0
2018-07-28,1258395.0
2018-07-29,1209731.0
2018-07-30,1309718.0
2018-07-31,1338762.0
2018-08-01,1333999.0
2018-08-02,1309472.0
2018-08-03,1292690.0
2018-08-04,1196352.0
2018-08-05,1111329.0
2018-08-06,1188575.0
2018-08-07,1233497.0
2018-08-08,1252080.0
2018-08-09,1271552.0
2018-08-10,1238226.0
2018-08-11,1073673.0
2018-08-12,1097762.0
2018-08-13,1237298.0
2018-08-14,1204924.0
2018-08-15,1207405.0
2018-08-16,1220971.0
2018-08-17,1195559.0
2018-08-18,1076996.0
2018-08-19,1051913.0
2018-08-20,1159722.0
2018-08-21,1174686.0
2018-08-22,1165668.0
2018-08-23,1168917.0
2018-08-24,1172514.0
2018-08-25,1011538.0
2018-08-26,978944.0
2018-08-27,1117953.0
2018-08-28,1163399.0
2018-08-29,1213747.0
2018-08-30,1209451.0
2018-08-31,1213431.0
2018-09-01,1121583.0
2018-09-02,1105606.0
2018-09-03,1258334.0
2018-09-04,1278354.0
2018-09-05,1291159.0
2018-09-06,1316585.0
2018-09-07,1326774.0
2018-09-08,1202511.0
2018-09-09,1187341.0
2018-09-10,1333606.0
2018-09-11,1314644.0
2018-09-12,1366082.0
2018-09-13,1394150.0
2018-09-14,1379991.0
2018-09-15,1239862.0
2018-09-16,1196308.0
2018-09-17,1337606.0
2018-09-18,1347214.0
2018-09-19,1345949.0
2018-09-20,1329384.0
2018-09-21,1335029.0
2018-09-22,1145027.0
2018-09-23,1196325.0
2018-09-24,1300144.0
2018-09-25,1372831.0
2018-09-26,1344973.0
2018-09-27,1311353.0
2018-09-28,1313791.0
2018-09-29,1180082.0
2018-09-30,1107380.0
2018-10-01,1333221.0
2018-10-02,1346127.0
2018-10-03,1302834.0
2018-10-04,1336689.0
2018-10-05,1352121.0
2018-10-06,1188937.0
2018-10-07,1202776.0
2018-10-08,1313905.0
2018-10-09,1294673.0
2018-10-10,1351064.0
2018-10-11,1325063.0
2018-10-12,1303263.0
2018-10-13,1248256.0
2018-10-14,1217014.0
2018-10-15,1323807.0
2018-10-16,1335225.0
2018-10-17,1351060.0
2018-10-18,1389095.0
2018-10-19,1373902.0
2018-10-20,1274244.0
2018-10-21,1252698.0
2018-10-22,1431974.0
2018-10-23,1411268.0
2018-10-24,1379334.0
2018-10-25,1372872.0
2018-10-26,1379641.0
2018-10-27,1277687.0
2018-10-28,1362209.0
2018-10-29,1509171.0
2018-10-30,1541861.0
2018-10-31,1530851.0
2018-11-01,1414806.0
2018-11-02,1403664.0
2018-11-03,1389424.0
2018-11-04,1376747.0
2018-11-05,1476211.0
2018-11-06,1499404.0
2018-11-07,1578014.0
2018-11-08,1535437.0
2018-11-09,1545432.0
2018-11-10,1464205.0
2018-11-11,1405205.0
2018-11-12,1468668.0
2018-11-13,1438639.0
2018-11-14,1456427.0
2018-11-15,1468337.0
2018-11-16,1472574.0
2018-11-17,1409993.0
2018-11-18,1434822.0
2018-11-19,1600921.0
2018-11-20,1592714.0
2018-11-21,1594121.0
2018-11-22,1588599.0
2018-11-23,1565543.0
2018-11-24,1462183.0
2018-11-25,1473129.0
2018-11-26,1586282.0
2018-11-27,1667679.0
2018-11-28,1667115.0
2018-11-29,1638872.0
2018-11-30,1604919.0
2018-12-01,1556091.0
2018-12-02,1493811.0
2018-12-03,1683248.0
2018-12-04,1642769.0
2018-12-05,1707591.0
2018-12-06,1703321.0
2018-12-07,1718884.0
2018-12-08,1625408.0
2018-12-09,1560083.0
2018-12-10,1692437.0
2018-12-11,1738603.0
2018-12-12,1800154.0
2018-12-13,1819974.0
2018-12-14,1800340.0
2018-12-15,1739997.0
2018-12-16,1634873.0
2018-12-17,1791343.0
2018-12-18,1862245.0
2018-12-19,1803904.0
2018-12-20,1805149.0
2018-12-21,1789477.0
2018-12-22,1577094.0
2018-12-23,1554600.0
2018-12-24,1552719.0
2018-12-25,1512082.0
2018-12-26,1634242.0
2018-12-27,1758744.0
2018-12-28,1759161.0
2018-12-29,1657444.0
2018-12-30,1598024.0
2018-12-31,1653240.0
2019-01-01,1509578.0
2019-01-02,1710252.0
2019-01-03,1760397.0
2019-01-04,1785081.0
2019-01-05,1713478.0
2019-01-06,1677041.0
2019-01-07,1777801.0
2019-01-08,1811335.0
2019-01-09,1839720.0
2019-01-10,1858229.0
2019-01-11,1787960.0
2019-01-12,1704612.0
2019-01-13,1618700.0
2019-01-14,1718413.0
2019-01-15,1701974.0
2019-01-16,1786927.0
2019-01-17,1800106.0
2019-01-18,1787344.0
2019-01-19,1654019.0
2019-01-20,1629419.0
2019-01-21,1771788.0
2019-01-22,1815613.0
2019-01-23,1875002.0
2019-01-24,1896089.0
2019-01-25,1843461.0
2019-01-26,1759163.0
2019-01-27,1727743.0
2019-01-28,1834478.0
2019-01-29,1844463.0
2019-01-30,1888400.0
2019-01-31,1882068.0
2019-02-01,1819289.0
2019-02-02,1815867.0
2019-02-03,1747606.0
2019-02-04,1912059.0
2019-02-05,1831721.0
2019-02-06,1852126.0
2019-02-07,1875033.0
2019-02-08,1865852.0
2019-02-09,1693701.0
2019-02-10,1705512.0
2019-02-11,1823854.0
2019-02-12,1823224.0
2019-02-13,1820285.0
2019-02-14,1817499.0
2019-02-15,1792914.0
2019-02-16,1597737.0
2019-02-17,1583419.0
2019-02-18,1741771.0
2019-02-19,1727735.0
2019-02-20,1752016.0
2019-02-21,1742470.0
2019-02-22,1769335.0
2019-02-23,1584561.0
2019-02-24,1566972.0
2019-02-25,1714918.0
2019-02-26,1743076.0
2019-02-27,1706019.0
2019-02-28,1710494.0
2019-03-01,1728674.0
2019-03-02,1608814.0
2019-03-03,1405820.0
2019-03-04,1632991.0
2019-03-05,1664237.0
2019-03-06,1707427.0
2019-03-07,1695013.0
2019-03-08,1665654.0
2019-03-09,1483680.0
2019-03-10,1473927.0
2019-03-11,1696305.0
2019-03-12,1737658.0
2019-03-13,1720305.0
2019-03-14,1785728.0
2019-03-15,1722302.0
2019-03-16,1522811.0
2019-03-17,1331567.0
2019-03-18,1577301.0
2019-03-19,1635410.0
2019-03-20,1648213.0
2019-03-21,1612458.0
2019-03-22,1592130.0
2019-03-23,1433401.0
2019-03-24,1415255.0
2019-03-25,1588923.0
2019-03-26,1609332.0
2019-03-27,1654348.0
2019-03-28,1661693.0
2019-03-29,1587583.0
2019-03-30,1460002.0
2019-03-31,1236735.0
2019-04-01,1448789.0
2019-04-02,1432211.0
2019-04-03,1481642.0
2019-04-04,1499128.0
2019-04-05,1537413.0
2019-04-06,1373218.0
2019-04-07,1315110.0
2019-04-08,1467616.0
2019-04-09,1467816.0
2019-04-10,1476828.0
2019-04-11,1516376.0
2019-04-12,1523766.0
2019-04-13,1365232.0
2019-04-14,1314639.0
2019-04-15,1482233.0
2019-04-16,1470078.0
2019-04-17,1460207.0
2019-04-18,1436066.0
2019-04-19,1364760.0
2019-04-20,1278371.0
2019-04-21,1187753.0
2019-04-22,1083232.0
2019-04-23,1263100.0
2019-04-24,1432042.0
2019-04-25,1446206.0
2019-04-26,1447404.0
2019-04-27,1364492.0
2019-04-28,1309019.0
2019-04-29,1449447.0
2019-04-30,1451991.0
2019-05-01,1256220.0
2019-05-02,1377048.0
2019-05-03,1425926.0
2019-05-04,1387273.0
2019-05-05,1364248.0
2019-05-06,1458033.0
2019-05-07,1441261.0
2019-05-08,1425521.0
2019-05-09,1514238.0
2019-05-10,1450829.0
2019-05-11,1367490.0
2019-05-12,1235501.0
2019-05-13,1458251.0
2019-05-14,1471752.0
2019-05-15,1467051.0
2019-05-16,1461719.0
2019-05-17,1441291.0
2019-05-18,1301126.0
2019-05-19,1253032.0
2019-05-20,1432549.0
2019-05-21,1449866.0
2019-05-22,1422884.0
2019-05-23,1415332.0
2019-05-24,1402989.0
2019-05-25,1285743.0
2019-05-26,1164065.0
2019-05-27,1364480.0
2019-05-28,1445493.0
2019-05-29,1438719.0
2019-05-30,1209871.0
2019-05-31,1299471.0
2019-06-01,1187733.0
2019-06-02,1101621.0
2019-06-03,1293030.0
2019-06-04,1394794.0
2019-06-05,1373097.0
2019-06-06,1371109.0
2019-06-07,1358966.0
2019-06-08,1122946.0
2019-06-09,1103531.0
2019-06-10,1242485.0
2019-06-11,1368967.0
2019-06-12,1400946.0
2019-06-13,1417971.0
2019-06-14,1396448.0
2019-06-15,1289559.0
2019-06-16,1239462.0
2019-06-17,1374579.0
2019-06-18,1387690.0
2019-06-19,1389432.0
2019-06-20,1366007.0
2019-06-21,1364019.0
2019-06-22,1264978.0
2019-06-23,1183955.0
2019-06-24,1397057.0
2019-06-25,1444136.0
2019-06-26,1413568.0
2019-06-27,1432922.0
2019-06-28,1425726.0
2019-06-29,1322836.0
2019-06-30,1142809.0
2019-07-01,1327433.0
2019-07-02,1375248.0
2019-07-03,1387629.0
2019-07-04,1364890.0
2019-07-05,1376251.0
2019-07-06,1231005.0
2019-07-07,1169864.0
2019-07-08,1327536.0
2019-07-09,1344151.0
2019-07-10,1338688.0
2019-07-11,1329946.0
2019-07-12,1370435.0
2019-07-13,1257501.0
2019-07-14,1226688.0
2019-07-15,1320944.0
2019-07-16,1312435.0
2019-07-17,1324956.0
2019-07-18,1349156.0
2019-07-19,1327808.0
2019-07-20,1231312.0
2019-07-21,1147356.0
2019-07-22,1279776.0
2019-07-23,1325344.0
2019-07-24,1280469.0
2019-07-25,1258819.0
2019-07-26,1206761.0
2019-07-27,1170834.0
2019-07-28,1175153.0
2019-07-29,1308340.0
2019-07-30,1345391.0
2019-07-31,1246730.0
2019-08-01,1231589.0
2019-08-02,1259754.0
2019-08-03,1187225.0
2019-08-04,1143086.0
2019-08-05,1231793.0
2019-08-06,1225627.0
2019-08-07,1224429.0
2019-08-08,1245269.0
2019-08-09,1280331.0
2019-08-10,1110809.0
2019-08-11,1005547.0
2019-08-12,1192925.0
2019-08-13,1222835.0
2019-08-14,1216187.0
2019-08-15,1147963.0
2019-08-16,1151870.0
2019-08-17,1101386.0
2019-08-18,1092279.0
2019-08-19,1178821.0
2019-08-20,1235272.0
2019-08-21,1248771.0
2019-08-22,1221326.0
2019-08-23,1218488.0
2019-08-24,1157797.0
2019-08-25,1105191.0
2019-08-26,1225735.0
2019-08-27,1252966.0
2019-08-28,1289298.0
2019-08-29,1255549.0
2019-08-30,1236042.0
2019-08-31,1200564.0
2019-09-01,1138905.0
2019-09-02,1248405.0
2019-09-03,1250102.0
2019-09-04,1295813.0
2019-09-05,1267330.0
2019-09-06,1285998.0
2019-09-07,1212544.0
2019-09-08,1214139.0
2019-09-09,1297100.0
2019-09-10,1307747.0
2019-09-11,1306680.0
2019-09-12,1318866.0
2019-09-13,1294771.0
2019-09-14,1220062.0
2019-09-15,1098811.0
2019-09-16,1258282.0
2019-09-17,1250133.0
2019-09-18,1270771.0
2019-09-19,1231514.0
2019-09-20,1284499.0
2019-09-21,1169162.0
2019-09-22,1131426.0
2019-09-23,1193369.0
2019-09-24,1214945.0
2019-09-25,1275711.0
2019-09-26,1293944.0
2019-09-27,1285204.0
2019-09-28,1147010.0
2019-09-29,1091090.0
2019-09-30,1207039.0
2019-10-01,1300901.0
2019-10-02,1304501.0
2019-10-03,1289211.0
2019-10-04,1342159.0
2019-10-05,1204262.0
2019-10-06,1197035.0
2019-10-07,1284329.0
2019-10-08,1273247.0
2019-10-09,1314701.0
2019-10-10,1312114.0
2019-10-11,1304391.0
2019-10-12,1226778.0
2019-10-13,1218083.0
2019-10-14,1302290.0
2019-10-15,1313188.0
2019-10-16,1368718.0
2019-10-17,1263878.0
2019-10-18,1342240.0
2019-10-19,1244412.0
2019-10-20,1250919.0
2019-10-21,1338931.0
2019-10-22,1327950.0
2019-10-23,1356034.0
2019-10-24,1364113.0
2019-10-25,1347793.0
2019-10-26,1203657.0
2019-10-27,1142511.0
2019-10-28,1305859.0
2019-10-29,1382680.0
2019-10-30,1363837.0
2019-10-31,1347854.0
2019-11-01,1312372.0
2019-11-02,1307369.0
2019-11-03,1292532.0
2019-11-04,1494852.0
2019-11-05,1444453.0
2019-11-06,1471765.0
2019-11-07,1530561.0
2019-11-08,1501672.0
2019-11-09,1453517.0
2019-11-10,1415618.0
2019-11-11,1511854.0
2019-11-12,1554918.0
2019-11-13,1550098.0
2019-11-14,1568251.0
2019-11-15,1550945.0
2019-11-16,1494622.0
2019-11-17,1424396.0
2019-11-18,1534431.0
2019-11-19,1523126.0
2019-11-20,1570803.0
2019-11-21,1581869.0
2019-11-22,1618892.0
2019-11-23,1393682.0
2019-11-24,1348705.0
2019-11-25,1546443.0
2019-11-26,1584748.0
2019-11-27,1625994.0
2019-11-28,1604361.0
2019-11-29,1533107.0
2019-11-30,1516859.0
2019-12-01,1491241.0
2019-12-02,1595416.0
2019-12-03,1659805.0
2019-12-04,1673437.0
2019-12-05,1649883.0
2019-12-06,1714668.0
2019-12-07,1540314.0
2019-12-08,1514018.0
2019-12-09,1692304.0
2019-12-10,1668800.0
2019-12-11,1710240.0
2019-12-12,1770808.0
2019-12-13,1725766.0
2019-12-14,1591239.0
2019-12-15,1493731.0
2019-12-16,1560654.0
2019-12-17,1578167.0
2019-12-18,1623625.0
2019-12-19,1678102.0
2019-12-20,1630269.0
2019-12-21,1601816.0
2019-12-22,1549496.0
2019-12-23,1587811.0
2019-12-24,1611382.0
2019-12-25,1453052.0
2019-12-26,1615363.0
2019-12-27,1674469.0
2019-12-28,1602966.0
2019-12-29,1569216.0
2019-12-30,1632219.0
2019-12-31,1661222.0
2020-01-01,1560694.0
2020-01-02,1700357.0
2020-01-03,1702802.0
2020-01-04,1578094.0
2020-01-05,1611049.0
2020-01-06,1736794.0
2020-01-07,1781388.0
2020-01-08,1763724.0
2020-01-09,1698358.0
2020-01-10,1697146.0
2020-01-11,1651835.0
2020-01-12,1630557.0
2020-01-13,1839588.0
2020-01-14,1789287.0
2020-01-15,1751777.0
2020-01-16,1735794.0
2020-01-17,1786433.0
2020-01-18,1639593.0
2020-01-19,1671690.0
2020-01-20,1824182.0
2020-01-21,1802685.0
2020-01-22,1861689.0
2020-01-23,1858148.0
2020-01-24,1772541.0
2020-01-25,1680668.0
2020-01-26,1645989.0
2020-01-27,1777107.0
2020-01-28,1870226.0
2020-01-29,1713605.0
2020-01-30,1794309.0
2020-01-31,1701809.0
2020-02-01,1565883.0
2020-02-02,1587615.0
2020-02-03,1725237.0
2020-02-04,1829227.0
2020-02-05,1811923.0
2020-02-06,1809161.0
2020-02-07,1870042.0
2020-02-08,1687403.0
2020-02-09,1599635.0
2020-02-10,1707214.0
2020-02-11,1750617.0
2020-02-12,1777022.0
2020-02-13,1893476.0
2020-02-14,1803800.0
2020-02-15,1641097.0
2020-02-16,1489861.0
2020-02-17,1707278.0
2020-02-18,1756223.0
2020-02-19,1775736.0
2020-02-20,1734397.0
2020-02-21,1731225.0
2020-02-22,1537612.0
2020-02-23,1514692.0
2020-02-24,1686734.0
2020-02-25,1699779.0
2020-02-26,1836343.0
2020-02-27,1826082.0
2020-02-28,1775771.0
2020-02-29,1605314.0
2020-03-01,1502928.0
2020-03-02,1752410.0
2020-03-03,1699895.0
2020-03-04,1715079.0
2020-03-05,1750340.0
2020-03-06,1751578.0
2020-03-07,1616642.0
2020-03-08,1558766.0
2020-03-09,1725742.0
2020-03-10,1722297.0
2020-03-11,1677124.0
2020-03-12,1585834.0
2020-03-13,1581607.0
2020-03-14,1537343.0
2020-03-15,1318875.0
2020-03-16,1539766.0
2020-03-17,1520046.0
2020-03-18,1460201.0
2020-03-19,1461747.0
2020-03-20,1459729.0
2020-03-21,1313676.0
2020-03-22,1245775.0
2020-03-23,1412423.0
2020-03-24,1460897.0
2020-03-25,1457868.0
2020-03-26,1447817.0
2020-03-27,1392260.0
2020-03-28,1298530.0
2020-03-29,1211594.0
2020-03-30,1516228.0
2020-03-31,1503768.0
2020-04-01,1431905.0
2020-04-02,1398873.0
2020-04-03,1387265.0
2020-04-04,1296255.0
2020-04-05,1070782.0
2020-04-06,1252797.0
2020-04-07,1332014.0
2020-04-08,1318260.0
2020-04-09,1269573.0
2020-04-10,1238554.0
2020-04-11,1134309.0
2020-04-12,1069527.0
2020-04-13,984830.0
2020-04-14,1280848.0
2020-04-15,1329443.0
2020-04-16,1274107.0
2020-04-17,1243734.0
2020-04-18,1178404.0
2020-04-19,1018202.0
2020-04-20,1107152.0
2020-04-21,1122995.0
2020-04-22,1158951.0
2020-04-23,1252772.0
2020-04-24,1178196.0
2020-04-25,1094416.0
2020-04-26,1065930.0
2020-04-27,1169864.0
2020-04-28,1252301.0
2020-04-29,1240851.0
2020-04-30,1244632.0
2020-05-01,1073617.0
2020-05-02,1106603.0
2020-05-03,1126227.0
2020-05-04,1232009.0
2020-05-05,1285721.0
2020-05-06,1241933.0
2020-05-07,1205838.0
2020-05-08,1212100.0
2020-05-09,1135102.0
2020-05-10,1071816.0
2020-05-11,1282906.0
2020-05-12,1319263.0
2020-05-13,1376720.0
2020-05-14,1394359.0
2020-05-15,1333844.0
2020-05-16,1115688.0
2020-05-17,1040134.0
2020-05-18,1254937.0
2020-05-19,1316326.0
2020-05-20,1316419.0
2020-05-21,1154121.0
2020-05-22,1150862.0
2020-05-23,1020043.0
2020-05-24,932670.0
2020-05-25,1180252.0
2020-05-26,1274550.0
2020-05-27,1262390.0
2020-05-28,1241600.0
2020-05-29,1269482.0
2020-05-30,1104574.0
2020-05-31,986527.0
2020-06-01,1060140.0
2020-06-02,1214635.0
2020-06-03,1238709.0
2020-06-04,1260785.0
2020-06-05,1254467.0
2020-06-06,1022999.0
2020-06-07,1012898.0
2020-06-08,1182751.0
2020-06-09,1202928.0
2020-06-10,1198932.0
2020-06-11,1168007.0
2020-06-12,1197270.0
2020-06-13,1068639.0
2020-06-14,1040842.0
2020-06-15,1147695.0
2020-06-16,1105292.0
2020-06-17,1128066.0
2020-06-18,1161292.0
2020-06-19,1161427.0
2020-06-20,1078241.0
2020-06-21,1040468.0
2020-06-22,1122202.0
2020-06-23,1092024.0
2020-06-24,1115706.0
2020-06-25,1114775.0
2020-06-26,1114273.0
2020-06-27,1118316.0
2020-06-28,955672.0
2020-06-29,1077432.0
2020-06-30,1039086.0
2020-07-01,1069757.0
2020-07-02,1078671.0
2020-07-03,1112146.0
2020-07-04,1025143.0
2020-07-05,918461.0
2020-07-06,1073603.0
2020-07-07,1079819.0
2020-07-08,1094053.0
2020-07-09,1102547.0
2020-07-10,1081343.0
2020-07-11,1050558.0
2020-07-12,991792.0
2020-07-13,1096052.0
2020-07-14,1087241.0
2020-07-15,1122850.0
2020-07-16,1142500.0
2020-07-17,1140967.0
2020-07-18,1077117.0
2020-07-19,1045849.0
2020-07-20,1152950.0
2020-07-21,1162643.0
2020-07-22,1156088.0
2020-07-23,1141804.0
2020-07-24,1172177.0
2020-07-25,1097015.0
2020-07-26,1010201.0
2020-07-27,1139241.0
2020-07-28,1120650.0
2020-07-29,1118523.0
2020-07-30,1123309.0
2020-07-31,1135532.0
2020-08-01,1053912.0
2020-08-02,1036863.0
2020-08-03,1098023.0
2020-08-04,1087644.0
2020-08-05,1059184.0
2020-08-06,1047452.0
2020-08-07,1075875.0
2020-08-08,1049193.0
2020-08-09,1047590.0
2020-08-10,1074417.0
2020-08-11,1086461.0
2020-08-12,1089629.0
2020-08-13,1078753.0
2020-08-14,1100678.0
2020-08-15,988260.0
2020-08-16,994359.0
2020-08-17,1060124.0
2020-08-18,1067570.0
2020-08-19,1107821.0
2020-08-20,1114692.0
2020-08-21,1149209.0
2020-08-22,1048013.0
2020-08-23,959790.0
2020-08-24,1052647.0
2020-08-25,1102584.0
2020-08-26,1113424.0
2020-08-27,1046545.0
2020-08-28,1064280.0
2020-08-29,951657.0
2020-08-30,956055.0
2020-08-31,1027911.0
2020-09-01,1016268.0
2020-09-02,1015883.0
2020-09-03,1011818.0
2020-09-04,989641.0
2020-09-05,942186.0
2020-09-06,897684.0
2020-09-07,1009221.0
2020-09-08,1008601.0
2020-09-09,1005397.0
2020-09-10,1014241.0
2020-09-11,999379.0
2020-09-12,949442.0
2020-09-13,944906.0
2020-09-14,1007898.0
2020-09-15,1025919.0
2020-09-16,1023599.0
2020-09-17,1098885.0
2020-09-18,1064418.0
2020-09-19,983348.0
2020-09-20,925109.0
2020-09-21,1038807.0
2020-09-22,1060858.0
2020-09-23,1116750.0
2020-09-24,1137094.0
2020-09-25,1239928.0
2020-09-26,1155597.0
2020-09-27,1147190.0
2020-09-28,1221101.0
2020-09-29,1231043.0
2020-09-30,1212977.0
2020-10-01,1248339.0
2020-10-02,1262440.0
2020-10-03,1113094.0
2020-10-04,1160313.0
2020-10-05,1327178.0
2020-10-06,1356606.0
2020-10-07,1328902.0
2020-10-08,1319542.0
2020-10-09,1284469.0
2020-10-10,1176065.0
2020-10-11,1174218.0
2020-10-12,1300942.0
2020-10-13,1340754.0
2020-10-14,1324910.0
2020-10-15,1372911.0
2020-10-16,1368276.0
2020-10-17,1306010.0
2020-10-18,1238123.0
2020-10-19,1384626.0
2020-10-20,1402359.0
2020-10-21,1434306.0
2020-10-22,1310731.0
2020-10-23,1319808.0
2020-10-24,1336603.0
2020-10-25,1235466.0
2020-10-26,1432190.0
2020-10-27,1438111.0
2020-10-28,1458483.0
2020-10-29,1422658.0
2020-10-30,1369974.0
2020-10-31,1298814.0
2020-11-01,1331444.0
2020-11-02,1389716.0
2020-11-03,1461521.0
2020-11-04,1448340.0
2020-11-05,1503331.0
2020-11-06,1493267.0
2020-11-07,1372145.0
2020-11-08,1334428.0
2020-11-09,1479767.0
2020-11-10,1516530.0
2020-11-11,1450345.0
2020-11-12,1493791.0
2020-11-13,1515378.0
2020-11-14,1403542.0
2020-11-15,1350066.0
2020-11-16,1497986.0
2020-11-17,1486739.0
2020-11-18,1519675.0
